page_number,page_id,review_priority,human_review_required,auto_seed_status,suggested_canonical_route,auto_seeded_gold_route_label,legacy_route,ocr_word_count,part_number_count,seed_reasons,ocr_sample_text,source_image_path,gold_route_label,review_status,review_notes
409,t_p_120_1176_p000409,medium,True,needs_human_review,detailed_parts_list,,table,104,5,detailed_parts_list_not_strong_enough,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY

97 KK

200 | 120-34489-001 . PROTECTIVE PLATE ......... cere VS4956

210 | 120-41225-003 . STRUCTURE, ARMREST..................0000 VS4956 2

220 | 120-41225-005 . STRUCTURE, ARMREST..................0000 VS4956

ATTACHING PARTS

230 | NAS4704-6 SCREW ooo ccc ceceetcttteeeeeeeeeeeeeeenneas 2

-231 |MS51957-45 SCREW 0c ccc cece tteeeeeeeeeeeeeeeeneas 4

240 | 120-29083-001 » BUSHING 200 cceeccceeeeeeeeeeeeeeeenteeaaas VS4956 2

250 | AN960-416 AAS) | = 5 re 2

260 | MS21042L4 A LO ne 2

-261 |MS21061L08 A LO ne 4
-ITEM NOT ILLUSTRATED

Double Passenger Seat Structure (120-29068-029/047)
Figure 97
Sheet 4
EFFECTIVITY: ALL 25-21 -00
Page 1346

T.P. 120/1176 Apr 10/06

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000409.tif,,needs_review,
410,t_p_120_1176_p000410,medium,True,needs_human_review,table_or_index,,table,95,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100 :
110
a | \ va ~ 110
\ / ~~
EG IS
DF SS S | © 120
Ge ~ (B) / Ss f"" 130
140 a _ 220
@Y NI y
SS 200
One
Ry
1 \
90
250
270 ——___
> Gx
“SIAL 260 —Sa\. |
SON @, /
S230 SSA. A J
SON a ae, /
> 1/1 [|
YIGL Se
LF Kj/A~
N ZL | ON
. fo re! SS
N / / / SO
SO |
q SL]
~ / | 240
“NY /
K/L ®
a io
120TP250082.MCE |
ouble rassenger oea ructure - -
Double P Seat Structure (120-29068-013/051)
Figure 98
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1347
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000410.tif,,needs_review,
411,t_p_120_1176_p000411,medium,True,needs_human_review,table_or_index,,table,80,1,table_or_index_medium_or_ambiguous,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

\\

18

\\ |

\\ |

oS 160

\\ 4

/o™~

170

Sn

195

e.

190

a0 GT

NA

\ \

180

\i

160 170

150

30

40

“+

“+

4

ad

“vie

“ve

80

| ana ee

Sf yt

| @>

“vr

\

95

| a

\ \\

\ Ss

Se.

\

\\

— \ \\ \

\\

60

70

\\

10 —&

30

40

-~y .)

On

“ a

“ a“

“ a

a“ “

7 “

a“ “v

foe

me

oe

50

20

50

120TP250091.MCE

Double Passenger Seat Structure (120-29068-013/051)

Figure 98

Sheet 2

EFFECTIVITY: ALL

25-21-00

Page 1348

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000411.tif,,needs_review,
414,t_p_120_1176_p000414,medium,True,needs_human_review,table_or_index,,table,91,1,table_or_index_medium_or_ambiguous,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

100

110

210

100

\

110

\

SS

SN

a 120

Q>

130

Ke>

SS

S\

SS

~

140

Ze

200

281

SN

282 —Ss

“}

310 —

ra

as

Rarer,

{ot

C;

~N “y]

1

|

90

310

300

270

250

G

NUN

~ ON

~~ ON

290

\ “|

~ ON

~ ON

NUN

260

@/

~ ON

~~ ON

230

~ oN

Jt

a

f

\ / / /

280

/ of

Cv!

ios”

~ ON

~LN

ao

~A!

~LN

~ t

/ P

240

120CMM250085.MCE A

Double Passenger Seat Structure (120-29068-073)

Figure 99

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1351

T.P. 120/1176

Jul 15/02
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000414.tif,,needs_review,
415,t_p_120_1176_p000415,medium,True,needs_human_review,table_or_index,,table,80,1,table_or_index_medium_or_ambiguous,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

\\

18

\\

~~ 460

\\ |

/o™~

a

170

\

195

Gy

190

AC

aw \\

180

in

160 170

150

30

40

“+

“oy

7 oe

“7

oo

4

| ana vert

28

“ C4 a“

1a>

\

LEZ

~

\\

\\

~~ 1h

AN

60

70

ys

10 —@

30 40

Dig

Vn

a a“

a “

“ a“

oof yy

“ 4 yv

“ a“

4

50

I

20

50

120TP250083.MCE

Double Passenger Seat Structure (120-29068-073)

Figure 99

Sheet 2

EFFECTIVITY: ALL

25-21-00

Page 1352

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000415.tif,,needs_review,
418,t_p_120_1176_p000418,medium,True,needs_human_review,table_or_index,,table,103,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100
110
| 4-10
D / —~ a 120
. SA J/ Se A 130
©
14
0 (A) SS {} 200
281 SS y 703
282 —— a, \ 4 Ca
310 — Te Sy
PO Ny |
LT SS} ~e! \ (0)
—— < SS /| /
/ “~ | ! 1
/ / : 90
/
310
300 SS | 270-250
| SSS, Sei |
290 ral NN ~S py 780 Ce) >
Se eS)
(B) ~S a co J}
280 , NY?
/ ia I~ ey
~s i i / P
ere 7 i 1 ; 240
~ UZ vA yi (A)
120CMM250085.MCE A
Double Passenger Seat Structure (120-29068-075)
Figure 100
Sheet 1
EFFECTIVITY: ALL 25 21 00
Page 1355
T.P. 120/1176 Jul 15/02
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000418.tif,,needs_review,
419,t_p_120_1176_p000419,medium,True,needs_human_review,table_or_index,,table,88,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
i
oy |
\ é ~~ 160
hy / oN
ie ce 170
aS
i 195 ;
Gy f i i
(E) a /
190 fof /
y /
poe 180
ini Bs
160 170 150 (B)
my
i 8
| |
| | & 40
Hi |
Tf etege
| | | an
few yo
95 a aa\e
wa
70 / iy \ 60
10 ——& 30 vy .\
S 40 oe on,
aaa \ ;
ore \
eee @ }
an By \
\ / | *\
50
20 50
120TP250091.MCE
Double Passenger Seat Structure (120-29068-075)
Figure 100
Sheet 2
EFFECTIVITY: ALL 25-21 -00
Page 1356
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000419.tif,,needs_review,
422,t_p_120_1176_p000422,medium,True,needs_human_review,table_or_index,,table,90,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100
180 4 100
280 ——4
250 s | Sx
or Se Ss
LOE / SX
© SS
260-~ IN
110 ee ina 190
S L/;
(A) SQ 250
~~ <n 170
OAKS
RX
\
“ 949 20 90
“SSSS. 230 — ey /
200 “23s, PY
yA - “/ / /
A a waa
i WN / Hi /
/O 1 ey ;
se i / / 2)
oo / ' ] |
— of tf HO
eo / J /
a 7 J (A)
120TP250092.MCE
Double Passenger Seat Structure (120-29068-015)
Figure 101
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1359
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000422.tif,,needs_review,
423,t_p_120_1176_p000423,medium,True,needs_human_review,table_or_index,,table,82,1,table_or_index_medium_or_ambiguous,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

18

\\

~~ 160

\\ 4

\\

,o~

170

a

Ye

195

oN

190

a7 y+

Pas A.

“4

180

oa

160 170

150

30

40

“+

oy -

4“

“oy -

Soyo es

“vie

and

80

a“ 7 “7

4 yi7

95

lL

1\@y>

\

\

,

wi

70

~ Y

\

\ \

60

30

-»y .)

\\

10 ——@

40

\Om™

“ “

a“ “

“ “

“ fy“

“ oy

“Ye

""Bs \

50

20

50

120TP250091.MCE

Double Passenger Seat Structure (120-29068-015)

Figure 101

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1360

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000423.tif,,needs_review,
425,t_p_120_1176_p000425,medium,True,needs_human_review,detailed_parts_list,,table,131,4,detailed_parts_list_not_strong_enough,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
101 -211 |MS24693-C26 SCREW. ccc cece eeeeeeeeeeeeeeeeenaas 8
220 | 120-29083-001 » BUSHING 00 ccccccceeeeeeeeeeeeeeentneaaes VS4956 2
230 | AN960-416 AAS) | lp re 2
-231 | AN960C8 ~ WASHER... cect eeeeeeeeeeeeeeeennnees 6
240 | MS21042L4 A LO ee 2
-241 |MS21042-06 A LO ee 8
250 | 120-38579-003 SUPPORT 0.0... ccccceceeteeeeeeeeeeeeeeenteeaaes VS4956 2
260 | 120-38579-001 SUPPORT 0.0... ccccceceeteeeeeeeeeeeeeeenteeaaes VS4956
ATTACHING PARTS
270 | MS24693-S54 SCREW. ccc cece eeeeeeeeeeeeeeeeenaas 6
280 | H14-08 As 0 ne 6
USAGE CODE LIST
A AIRCRAFT 120035 THRU 120048,
120052, 120056 AND 120059
B AIRCRAFT 120052, 120056 AND
120059
-ITEM NOT ILLUSTRATED
Double Passenger Seat Structure (120-29068-015)
Figure 101
Sheet 4
EFFECTIVITY: ALL 25 2 1 0 0
= =
Page 1362

T.P. 120/1176 Apr 10/06

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000425.tif,,needs_review,
426,t_p_120_1176_p000426,medium,True,needs_human_review,table_or_index,,table,89,1,table_or_index_medium_or_ambiguous,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

100

110

100

210

110

310

\

280

SS

300

fd SF

SS

130

CE

SS

Sy

220

SEE

eS

140 (A)

280 —<s_//

SE

OE

200

Se

>

a

~~

E oa

JD

/ \

270 ——__

250

90

~~ ON

~ON

~~ ON

~ ON

260

@ /

~O™

~ ON

NON

230

NON

Va

Zoe

fy

fy

4 7

a aA

‘os

‘oy

ony

vd ~oN

~ oN

~ oN

—

eR

Qa!

~ ~

a,

240

120TP250093.MCE

Double Passenger Seat Structure (120-29068-025/027)

Figure 102

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1363

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000426.tif,,needs_review,
427,t_p_120_1176_p000427,medium,True,needs_human_review,table_or_index,,table,80,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
i
Vy |
\ é ~~ 160
Wy. ooN
Ky -170
sn 7
/ ~
g —
ij /
Gy (E) / | /
190 / / /
a J /
Tee N 180
\ tr &
160 170 bo (B)
F
ii 8
Vy 40
1 | | aan
80 SS aeons
I Gan
| :
aS a. C
| vw \
| / SMO 60
o—g ” | yA
oe | \
ara @ }
Le oy? \
/ i *\
50
20 50
120TP250088.MCE
Double Passenger Seat Structure (120-29068-025/027)
Figure 102
Sheet 2
EFFECTIVITY: ALL 25-21 -00
Page 1364
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000427.tif,,needs_review,
430,t_p_120_1176_p000430,medium,True,needs_human_review,table_or_index,,table,78,1,table_or_index_medium_or_ambiguous,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

100

110

100

210

110

300

\

270

SSS

290

SX

>

130

SE

SS

© eo 280

SS

210

SSE

>

140 (A)

270

EF,

oo

200

Si

SS

Zan

JD

/ \

260 ——___

240

90

~oN

NON

~ ON

250

~NON

NON

~ON

@!

220

~ ON

Va

/ |

Sf

/ /

/ /

Cw!

PON LN

~ ~

~ oN

ao

AR

a!

~ ON

(v4

&

230

120TP250094.MCE

Double Passenger Seat Structure (120-29068-035/057)

Figure 103

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1367

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000430.tif,,needs_review,
431,t_p_120_1176_p000431,medium,True,needs_human_review,table_or_index,,table,83,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
of
\iig
\
i \ @ ~~ 160
yay ooN~
Wy ~ 170
/ 1495 ~
ew 4 / /
J / /
o o4
y JL /
ye / aan
KN
Te 180
\ 9 BP
160 170 150 (B)
F
Hit 80
I! & 40
a a
1 | | | ana
80 reece
| “ .
~~ e NY \
Wy \
—_ / a) \ 60
10 —& 30 »y \
40 yaa ON.
Oe < be i
< / Pe
50
20 50
120TP250083.MCE
Double Passenger Seat Structure (120-29068-035/057)
Figure 103
Sheet 2
EFFECTIVITY: ALL 25-21 -00
Page 1368
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000431.tif,,needs_review,
434,t_p_120_1176_p000434,medium,True,needs_human_review,table_or_index,,table,87,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100
110
210 100
110
300 ——__—_— \
270 / SK 5
(E)— ~ (B) ts SO (7 __ 439
280 Svs
140 K NN YK 210
A) Se ge on 200
©
1 \
“969 ss 40 90
“SDS. 250 — Fey /
“220, S255 van
ON a cy yf i
~“, WN / / /
ao b | aS
vio s~sy
7 I~ @, ~
NO , / , NO
ane H ; / |
a / j / 930
1201P250094.MCE
Double Passenger Seat Structure (120-29068-043/045)
Figure 104
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1371
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000434.tif,,needs_review,
435,t_p_120_1176_p000435,medium,True,needs_human_review,table_or_index,,table,78,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
of
Voy |
i é ——~ 160
ie /o™ 170
ao
a
/ 195 ~
Cw 4 / /
J / /
190 (E) / /| i
y / /
ia / aan
pee 180
an Bs
160 170 150 (B)
my
eo
|
yt ow
80 reece
| “ .
| @ Wy \
| 70 / i) \ 60
10 —& 30 ws)
40.
eee NS
Oe < le i
“7 Qe:
\
50 |
20 50
120TP250083.MCE
Double Passenger Seat Structure (120-29068-043/045)
Figure 104
Sheet 2
EFFECTIVITY: ALL 25-21 -00
Page 1372
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000435.tif,,needs_review,
437,t_p_120_1176_p000437,medium,True,needs_human_review,detailed_parts_list,,table,134,6,detailed_parts_list_not_strong_enough,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
104 210 | 120-41225-003 . STRUCTURE, ARMREST...............0.0e VS4956 2
220 | 120-41225-005 . STRUCTURE, ARMREST..................0000 VS4956 1
ATTACHING PARTS
230 | NAS4704-6 SCREW ooo ccc ceceetcttteeeeeeeeeeeeeeenneas 2
-231 |MS51957-45 SCREW 0c ccc cece tteeeeeeeeeeeeeeeeneas 4
240 | 120-29083-001 » BUSHING 200 cceeccceeeeeeeeeeeeeeeenteeaaas VS4956 2
250 | AN960-416 AAS) | = 5 re 2
260 | MS21042L4 A LO ne 2
-261 |MS21061L08 A LO ne 4
270 | 120-26948-003 SUPPORT 0.0... cceccececteceeeeeeeeeeeeenteenaes VS4956 2
280 | 120-26948-001 SUPPORT 0.0... cceccececteceeeeeeeeeeeeenteenaes VS4956
ATTACHING PARTS
290 | MS24693-S54 SCREW 00 cecceeetteeeeeeeeeeeeeeeenes 6
-291 |MS24693-S53 SCREW 00 cccccecsseecseeeeeeeeeeeeeeeeenaas 4
300 | H14-08 As LO ne 6
-ITEM NOT ILLUSTRATED
Double Passenger Seat Structure (120-29068-043/04",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000437.tif,,needs_review,
438,t_p_120_1176_p000438,medium,True,needs_human_review,table_or_index,,table,98,0,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100
110
210 100
110
310 ———_ \
280 / SY
300 ——— C) we s 120
()— ~ (B) ts / SO /7]_ __ 430
290 SS
140 K NOS; 220
(A) SQ 280 EY,
we a &} 200
1 \
“979 ss 80 90
S280. S35, Tan
~N S x / ; J
N ; NN a i /
x N / A i
EHS
yo I~ o a
s / / i “9
~S i / /
~ oS, / ; /
AL / / / 240
a Z / (
a ue / (A)
1201P250093.MCE
Double Passenger Seat Structure (120-29068-06 1/063)
Figure 105
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1375
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000438.tif,,needs_review,
439,t_p_120_1176_p000439,medium,True,needs_human_review,table_or_index,,table,78,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
of
Voy |
i é ——~ 160
ie /o™ 170
ao
a
/ 195 ~
Cw 4 / /
J / /
190 (E) / /| i
y / /
ia / aan
pee 180
an Bs
160 170 150 (B)
my
eo
|
1 oe
80 reece
| “ .
| @ Wy \
| 70 / i) \ 60
10 —& 30 ws)
40.
eee NS
Oe < le i
“7 Qe:
\
50 |
20 50
120TP250083.MCE
Double Passenger Seat Structure (120-29068-061/063)
Figure 105
Sheet 2
EFFECTIVITY: ALL 25-21 -00
Page 1376
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000439.tif,,needs_review,
441,t_p_120_1176_p000441,medium,True,needs_human_review,detailed_parts_list,,table,138,7,detailed_parts_list_not_strong_enough,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
105 220 | 120-41225-001 . STRUCTURE, ARMREST...............0.0e VS4956 1
230 | 120-41225-005 . STRUCTURE, ARMREST..................0000 VS4956 1
ATTACHING PARTS
240 | NAS4704-6 SCREW ........ccccccccccccccccccecceseeesssstasssaeeeeeeees 4
-241 |MS51957-45 SCREW . 0... ccccccccccccecccceeceeeeeeesstsssssssaeeees 4
-242 | NAS4704-5 SCREW 2000... cccccccceccceeeeeeeceeeeeeeeeeeetttsaaees 1
250 | 120-29083-001 » BUSHING 00 ccccccceeeeeeeeeeeeeeentneaaes VS4956 4
260 | AN960-416 AAS) | = 5 re 4
-261 | 120-29574-003 ~ WASHER... cece cceeecceeeeeeeceeeeeeeentneaaes VS4956 1
270 |MS21042L4 NUT ooo eee cceceeeeeeeeeeeeeeeeeeeeeeeeseeeeeaaeeaaes 4
280 | 120-26948-003 SUPPORT 0.0... ccccceceeteeeeeeeeeeeeeeenteeaaes VS4956 2
290 | 120-26948-001 SUPPORT 0.0... ccccceceeteeeeeeeeeeeeeeenteeaaes VS4956 1
ATTACHING PARTS
300 | MS24693-S5",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000441.tif,,needs_review,
442,t_p_120_1176_p000442,medium,True,needs_human_review,table_or_index,,table,105,1,table_or_index_medium_or_ambiguous,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

100

110

210

100

\

110

350

\

320

eS

SS

340

o 120

QJ

130

SE,

330

Ss

NPE

<r]

Sf fl

SS

140

320

EF,

200

281

SS

Ss

~~

ic an

JD

282 —Ss

7}

310

ea

Of

e |

Rarer,

ey

“7

‘|

_\ ®

90

310

300

250

py

~ ON

270 ——__

290

~ ON

~ ON

260

~ ON

~ ON

NUON

@/

230

~ ON

Va

4). i!

SB ®

a eA

N / /

/ of

280

on

ztio~™

SQ

“NON

~ LN

~ UN

So

a!

(¥

ey

ne

240

120CMM250095.MCE A

Double Passenger Seat Structure (120-29068-079)

Figure 106

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1379

T.P. 120/1176

Jul 15/02
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000442.tif,,needs_review,
443,t_p_120_1176_p000443,medium,True,needs_human_review,table_or_index,,table,85,1,table_or_index_medium_or_ambiguous,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

18

\\

\\ |

oS 160

\\ 4

,o™~

170

aN

Va

195

e.

190

a7 GT

Nw

\ |

180

+

160 170

150

30

40

“oy

4 vy

4 oy -

“ vie

“ye

4

80

| 7 7

4 ye

yt

| @>

\

95

LA

\

‘an

\ \\

~ Y

\

60

70

Ny \\

\\

10 —&

30

40

-»y ,)

\O™

“ a

a“ “

“ a“

a“ “

a a“

a“ “y“

“ “

wl

ad

50

20

50

120TP250091.MCE

Double Passenger Seat Structure (120-29068-079)

Figure 106

Sheet 2

EFFECTIVITY: ALL

25-21-00

Page 1380

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000443.tif,,needs_review,
446,t_p_120_1176_p000446,medium,True,needs_human_review,table_or_index,,table,76,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
—— 150
90 | 150
Ww fl /f 150
OS ,
S SS S we
S\ SS
160 K SH aw
OZ SS
—w
50 60 (B) | V2 7
ee | Le (B) 170
eo \ awl _ %
| (A
| 70 a Be
Obs A \ 140
@ 40 70 (B) ve
/
a SS Si f
NN P
Ye w
120TP250096.MCE
Triple Passenger Seat Structure (120-29069-001)
Figure 107
Sheet 1
EFFECTIVITY: ALL 25-21 -00
T.P. 120/1176 ""Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000446.tif,,needs_review,
448,t_p_120_1176_p000448,medium,True,needs_human_review,table_or_index,,table,80,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
—— 190
90 | 190
ww i} /f 190
~ SA |
Se —
SSA NS ~
UY > Sr SS >
ce Qo AX
G © WAX
160 <> A (B) 210
150 —€ 5
$170 *° 10
* 120
50 69 SS ey
ea 10 Bf,
50 ; |
so \. , - s-£— ie
, a> i
. J Ce Z\ ™~ 110
of 40 m ZS CK
B) oS
0g —
__ 120TP250097.MCE
Triple Passenger Seat Structure (120-29069-005)
Figure 108
Sheet 1
EFFECTIVITY: ALL
25-21 -00 Page 1385
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000448.tif,,needs_review,
450,t_p_120_1176_p000450,medium,True,needs_human_review,detailed_parts_list,,table,68,3,detailed_parts_list_not_strong_enough,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase CODE. FROM | PER
NUMBER TO ASSY
108 200 | 120-29078-001 W SEAT ooo. WMS4956 1
210 | 120-34489-001 . PLATE, REINFORCING..............0....022. VS4956 2
USAGE CODE LIST
A AIRCRAFT 120035 THRU 120048 AND
120052
-ITEM NOT ILLUSTRATED
Triple Passenger Seat Structure (120-29069-005)
Figure 108
Sheet 3
EFFECTIVITY: ALL 25-2 1 -00
Page 1387
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000450.tif,,needs_review,
451,t_p_120_1176_p000451,medium,True,needs_human_review,table_or_index,,table,88,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
200
190
190 ———— ~~ 00
| 190
Ww 200
220 \\
. & SQ SNS
230 220 \\
— c SQ
iw —- 5 — a 220
SQV
210 S ™ S SS
y
MY > SO C SS 5
160 <> (B) 01% (B)
60 —_¢5 230
$170 10
20
140 35
| 100 d/I
50 80 Zsa GY;
oo 60 \ Ne SE < _~
| ae NN he
of 40 m —_ we Q
: (B)
|
30 ——&
120TP250098.MCE
Triple Passenger Seat Structure (120-29069-007/009)
Figure 109
Sheet 1
EFFECTIVITY: ALL
25-21 -00 Page 1388
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000451.tif,,needs_review,
453,t_p_120_1176_p000453,medium,True,needs_human_review,detailed_parts_list,,table,129,7,detailed_parts_list_not_strong_enough,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK user EODE. FROM | PER
NUMBER TO ASSY
109 -171 |MS246943517 SCREW 00 ccccccccccccceettsteseseeeeeneeeeeeeees 086/999 2
180 |H14-08 A LO ee 2
190 | 120-40851-009 ~ BACKREST 0... ccccccccccceseeestttsteeaseeeees VS4956 B 3
-191 | 120-29075-017 ~ BACKREST o.oo cccccccccscessttsteeesaeeeeeeeees VS4956 C 3
200 | 120-40849-001 . COMPLEMENT ..............0c:cccccseeeeeeeeeeeeeen es VS4956 3
210 | 120-36059-001 SEAT occ cccccccccecceneeetttssseeseeeeeeeseeeeeeees VS4956 1
220 | 120-29102-003 . PLATE, ATTACHING ............cccccceeeesseeeeeeeees VS4956 6
230 | 120-34489-001 . PLATE, REINFORCING ...............0ccceeseeeee VS4956 2
USAGE CODE LIST
A AIRCRAFT 120049 THRU 120051 AND
120053 THRU 1200171
B AIRCRAFT 120048, 120051, 120053
THRU 120055, 120060 AND ON
C AIRCRAFT 120050, 120056, 120059
-ITEM NOT ILLUSTRATED
Triple Passenger Seat Structure (120-29069-007/009)
Fig",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000453.tif,,needs_review,
