page_number,page_id,source_member,legacy_route,suggested_canonical_route,suggested_route_confidence,auto_seeded_gold_route_label,human_gold_route_label,final_gold_route_label,decision_source,final_review_status,human_review_required,review_priority,review_notes,source_review_file,ocr_word_count,part_number_count,source_image_path,ocr_sample_text
431,t_p_120_1176_p000431,00000431.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,83,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000431.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
of
\iig
\
i \ @ ~~ 160
yay ooN~
Wy ~ 170
/ 1495 ~
ew 4 / /
J / /
o o4
y JL /
ye / aan
KN
Te 180
\ 9 BP
160 170 150 (B)
F
Hit 80
I! & 40
a a
1 | | | ana
80 reece
| “ .
~~ e NY \
Wy \
—_ / a) \ 60
10 —& 30 »y \
40 yaa ON.
Oe < be i
< / Pe
50
20 50
120TP250083.MCE
Double Passenger Seat Structure (120-29068-035/057)
Figure 103
Sheet 2
EFFECTIVITY: ALL 25-21 -00
Page 1368
T.P. 120/1176 Sep 30/98
"
432,t_p_120_1176_p000432,00000432.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,314,16,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000432.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
103 - | 120-29068-035 STRUCTURE ASSY ......oo eee VS4956 |}071/171| REF
- | 120-29068-057 STRUCTURE ASSY |... eee VS4956 | 172/999] REF
1 | 120-29074-011 . STRUCTURE , CENTRAL LEG. ................ VS4956 | 071/171 1
-2 | 120-29074-017 . STRUCTURE , CENTRAL LEG ................ VS4956 | 172/999 1
-5 | 120-26994-001 SECTION, Lowe. ceec cee neeeese anaes VS4956 1
-6 | 120-26994-002 SECTION, Lowe. ceec cee neeeese anaes VS4956 1
ATTACHING PARTS
10 | PE21052-2 PIN, ATTACH.....00.. ccc eeeeeseneeeeeeea eens 1
20 | 42952-10 FITTING, ATTACH |... eee eres 1
-21 |42975-12 SCREW ooo ccccecccccceeeccseneeeeseeeeeeeeaaeeeens 1
-22 | 43392-10 LOPRING Looe cccececceeeeccsseeeeseeaeeeeeeeaeeees 1
30 |MS21042L5 Ok 2
40 | AN960-516 AA A/C) on | ml » 2
50 | AN960-516L PA ANC) on | ml » 2
60 | AN5-16A BOLT ooo. cecceccceeeeeec cee eeeeeeaaeeevaa"
433,t_p_120_1176_p000433,00000433.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,133,7,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000433.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
103 KK
200 | 120-34489-001 ~ PROTECTIVE PLATE ...........cc.ccccceceecceeeeees VS4956
210 | 120-41225-003 . STRUCTURE, ARMREST.........00......00.0. VS4956 2
220 | 120-41225-005 . STRUCTURE, ARMREST.........00......00.0. VS4956
ATTACHING PARTS
230 | NAS4704-6 W SCREW o.oo. cece cccccccceccccceccccececceuceeeceuceeceeaes 2
-231 |MS51957-45 SCREW 00... ccccccccccccccccccccecccececccuceeececeeaceuaes 4
240 | 120-29083-001 ~ BUSHING 2.0... cece cece cecccecccecceccceceeeceeeseeeeaes VS4956 2
250 | AN960-416 ~ WASHER. ........ccccceccccccecccecceecceccceceeeceeseaeeeaes 2
260 |MS21042L4 nO 2
-261 |MS21061L08 nO 4
270 | 120-26948-003 © SUPPORT o......cccccccccccecccecceccceccceceeeceeeceeseaes VS4956 2
280 | 120-26948-001 © SUPPORT o......cccccccccccecccecceccceccceceeeceeeceeseaes VS4956 1
ATTACHING PARTS
290 | MS24693-S54 SCREW "
434,t_p_120_1176_p000434,00000434.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,87,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000434.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100
110
210 100
110
300 ——__—_— \
270 / SK 5
(E)— ~ (B) ts SO (7 __ 439
280 Svs
140 K NN YK 210
A) Se ge on 200
©
1 \
“969 ss 40 90
“SDS. 250 — Fey /
“220, S255 van
ON a cy yf i
~“, WN / / /
ao b | aS
vio s~sy
7 I~ @, ~
NO , / , NO
ane H ; / |
a / j / 930
1201P250094.MCE
Double Passenger Seat Structure (120-29068-043/045)
Figure 104
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1371
T.P. 120/1176 Sep 30/98
"
435,t_p_120_1176_p000435,00000435.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,78,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000435.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
of
Voy |
i é ——~ 160
ie /o™ 170
ao
a
/ 195 ~
Cw 4 / /
J / /
190 (E) / /| i
y / /
ia / aan
pee 180
an Bs
160 170 150 (B)
my
eo
|
yt ow
80 reece
| “ .
| @ Wy \
| 70 / i) \ 60
10 —& 30 ws)
40.
eee NS
Oe < le i
“7 Qe:
\
50 |
20 50
120TP250083.MCE
Double Passenger Seat Structure (120-29068-043/045)
Figure 104
Sheet 2
EFFECTIVITY: ALL 25-21 -00
Page 1372
T.P. 120/1176 Sep 30/98
"
436,t_p_120_1176_p000436,00000436.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,234,13,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000436.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM; PER
NUMBER TO ASSY
104 - | 120-29068-043 STRUCTURE ASSY 0... cceccceentteeeees VS4956 | 172/999} REF
- | 120-29068-045 STRUCTURE ASSY 0. cccceeteteeeees VS4956 | 172/999} REF
1 | 120-29074-013 . STRUCTURE , CENTRAL LEG. ............... VS4956 1
ATTACHING PARTS
10 | PE21052-2 / PIN, ATTACH... cccccccccceentstttstseeeeeeeees 1
20 | 42952-10 ~ FITTING, ATTACH... ceceeeceeeeeeeeeeeeeees 1
-21 | 42975-12 OCREW. 2... ccccccccceeccececentttsseessaeeeeeeeeees 1
-22 | 43392-10 ARS) od 3d | C 1
30 |MS21042L5 SO ee 2
40 | AN960-516 AVN) | =] 5 Ore 2
50 | AN960-516L AVN) | =] 5 2
60 | AN5-16A BOLT .0....cccccccecsccteceeeeeeeeeeeeeeeesssstsasasaeeeeeeees 1
70 | 120-35881-001 . REINFORCEMENT, LUGGAGE VS4956 1
PROTECTOR 2... ..cccccccccccccccccescsessttseeeeaeeees
80 | PE13076-1 ns) =i Of | ©) \ nnn 2
90 | 120-34292-001 . PROTECTOR, LUGGAGE .......... VS"
437,t_p_120_1176_p000437,00000437.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,134,6,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000437.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
104 210 | 120-41225-003 . STRUCTURE, ARMREST...............0.0e VS4956 2
220 | 120-41225-005 . STRUCTURE, ARMREST..................0000 VS4956 1
ATTACHING PARTS
230 | NAS4704-6 SCREW ooo ccc ceceetcttteeeeeeeeeeeeeeenneas 2
-231 |MS51957-45 SCREW 0c ccc cece tteeeeeeeeeeeeeeeeneas 4
240 | 120-29083-001 » BUSHING 200 cceeccceeeeeeeeeeeeeeeenteeaaas VS4956 2
250 | AN960-416 AAS) | = 5 re 2
260 | MS21042L4 A LO ne 2
-261 |MS21061L08 A LO ne 4
270 | 120-26948-003 SUPPORT 0.0... cceccececteceeeeeeeeeeeeenteenaes VS4956 2
280 | 120-26948-001 SUPPORT 0.0... cceccececteceeeeeeeeeeeeenteenaes VS4956
ATTACHING PARTS
290 | MS24693-S54 SCREW 00 cecceeetteeeeeeeeeeeeeeeenes 6
-291 |MS24693-S53 SCREW 00 cccccecsseecseeeeeeeeeeeeeeeeenaas 4
300 | H14-08 As LO ne 6
-ITEM NOT ILLUSTRATED
Double Passenger Seat Structure (120-29068-043/04"
438,t_p_120_1176_p000438,00000438.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,98,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000438.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100
110
210 100
110
310 ———_ \
280 / SY
300 ——— C) we s 120
()— ~ (B) ts / SO /7]_ __ 430
290 SS
140 K NOS; 220
(A) SQ 280 EY,
we a &} 200
1 \
“979 ss 80 90
S280. S35, Tan
~N S x / ; J
N ; NN a i /
x N / A i
EHS
yo I~ o a
s / / i “9
~S i / /
~ oS, / ; /
AL / / / 240
a Z / (
a ue / (A)
1201P250093.MCE
Double Passenger Seat Structure (120-29068-06 1/063)
Figure 105
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1375
T.P. 120/1176 Sep 30/98
"
439,t_p_120_1176_p000439,00000439.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,78,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000439.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
of
Voy |
i é ——~ 160
ie /o™ 170
ao
a
/ 195 ~
Cw 4 / /
J / /
190 (E) / /| i
y / /
ia / aan
pee 180
an Bs
160 170 150 (B)
my
eo
|
1 oe
80 reece
| “ .
| @ Wy \
| 70 / i) \ 60
10 —& 30 ws)
40.
eee NS
Oe < le i
“7 Qe:
\
50 |
20 50
120TP250083.MCE
Double Passenger Seat Structure (120-29068-061/063)
Figure 105
Sheet 2
EFFECTIVITY: ALL 25-21 -00
Page 1376
T.P. 120/1176 Sep 30/98
"
440,t_p_120_1176_p000440,00000440.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,305,14,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000440.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
105 - | 120-29068-061 STRUCTURE ASSY .00...... occ eeeee eee VS4956 | 061/171] REF
- | 120-29068-063 STRUCTURE ASSY .0...... cece eee eee VS4956 | 172/999] REF
1 | 120-29074-013 . STRUCTURE , CENTRAL LEG ................ VS4956 1
ATTACHING PARTS
10 | PE21052-2 ~ PIN, ATTACH. cece eee eeeeennnees 1
20 | 42952-10 . FITTING, ATTACH 1.0.0 cece cess seen 1
-21 | 42975-12 SCREW. oo... ccccccceeeeccceeeeeeeeeeeceeeeeeeaaes 1
-22 | 43392-10 eo) dd | \ | Cpe 1
30 |MS21042L5 NO 2
40 | AN960-516 AA A/C) | ml p 2
50 | AN960-516L AA Y/N) | ml pr 2
60 | AN5-16A 3) i 1
70 | 120-35881-001 . REINFORCEMENT, LUGGAGE VS4956 1
PROTECTOR 0000.0... ccccceeccceeceeeeeeeeceeeeeneenees
80 | PE13076-1 SECTION. .... cece cee eccceeeeeeeeeeeceeeeeneenees 2
90 | 120-34292-001 . PROTECTOR, LUGGAGE .......00.00 ee. VS4956 1
100 | 120-40851-001 . FBACKR"
441,t_p_120_1176_p000441,00000441.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,138,7,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000441.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
105 220 | 120-41225-001 . STRUCTURE, ARMREST...............0.0e VS4956 1
230 | 120-41225-005 . STRUCTURE, ARMREST..................0000 VS4956 1
ATTACHING PARTS
240 | NAS4704-6 SCREW ........ccccccccccccccccccecceseeesssstasssaeeeeeeees 4
-241 |MS51957-45 SCREW . 0... ccccccccccccecccceeceeeeeeesstsssssssaeeees 4
-242 | NAS4704-5 SCREW 2000... cccccccceccceeeeeeeceeeeeeeeeeeetttsaaees 1
250 | 120-29083-001 » BUSHING 00 ccccccceeeeeeeeeeeeeeentneaaes VS4956 4
260 | AN960-416 AAS) | = 5 re 4
-261 | 120-29574-003 ~ WASHER... cece cceeecceeeeeeeceeeeeeeentneaaes VS4956 1
270 |MS21042L4 NUT ooo eee cceceeeeeeeeeeeeeeeeeeeeeeeeseeeeeaaeeaaes 4
280 | 120-26948-003 SUPPORT 0.0... ccccceceeteeeeeeeeeeeeeeenteeaaes VS4956 2
290 | 120-26948-001 SUPPORT 0.0... ccccceceeteeeeeeeeeeeeeeenteeaaes VS4956 1
ATTACHING PARTS
300 | MS24693-S5"
442,t_p_120_1176_p000442,00000442.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,105,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000442.tif,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

100

110

210

100

\

110

350

\

320

eS

SS

340

o 120

QJ

130

SE,

330

Ss

NPE

<r]

Sf fl

SS

140

320

EF,

200

281

SS

Ss

~~

ic an

JD

282 —Ss

7}

310

ea

Of

e |

Rarer,

ey

“7

‘|

_\ ®

90

310

300

250

py

~ ON

270 ——__

290

~ ON

~ ON

260

~ ON

~ ON

NUON

@/

230

~ ON

Va

4). i!

SB ®

a eA

N / /

/ of

280

on

ztio~™

SQ

“NON

~ LN

~ UN

So

a!

(¥

ey

ne

240

120CMM250095.MCE A

Double Passenger Seat Structure (120-29068-079)

Figure 106

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1379

T.P. 120/1176

Jul 15/02
"
443,t_p_120_1176_p000443,00000443.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,85,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000443.tif,"< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

18

\\

\\ |

oS 160

\\ 4

,o™~

170

aN

Va

195

e.

190

a7 GT

Nw

\ |

180

+

160 170

150

30

40

“oy

4 vy

4 oy -

“ vie

“ye

4

80

| 7 7

4 ye

yt

| @>

\

95

LA

\

‘an

\ \\

~ Y

\

60

70

Ny \\

\\

10 —&

30

40

-»y ,)

\O™

“ a

a“ “

“ a“

a“ “

a a“

a“ “y“

“ “

wl

ad

50

20

50

120TP250091.MCE

Double Passenger Seat Structure (120-29068-079)

Figure 106

Sheet 2

EFFECTIVITY: ALL

25-21-00

Page 1380

T.P. 120/1176

Sep 30/98
"
444,t_p_120_1176_p000444,00000444.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,274,13,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000444.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
106 - | 120-29068-079 STRUCTURE ASSY ou... cence eee VS4956 A REF
1 | 120-29074-013 . STRUCTURE , CENTRAL LEG ................ VS4956 1
ATTACHING PARTS
10 | PE21052-2 PIN, ATTACH.....00.. ccc eeeeeseneeeeeeea eens B 1
-11 | 120-48023-001 PIN, ATTACH.....00 0c ceceeeceeeeeeeeeeeees VS4956 | 302/999 1
-15 | 120-61546-001 Ok a VS4956 | 302/999 1
20 | 42952-10 FITTING, ATTACH |... cece eens 1
-21 | 42975-12 OCREW 0... cece cccccccecccceeeeecseaeeeeeuaeeeeseaneess 1
-22 | 43392-10 LOPRING Looe cccececceeeeccsseeeeseeaeeeeeeeaeeees 1
30 |MS21042L5 Ok a 2
40 | AN960-516 PA A/C) on | ml » 2
50 | AN960-516L PA ANC) on | ml » 2
60 | AN5-16A BOLT ooo. cecceccceeeeeec cee eeeeeeaaeeevaaeeeeneaegs 1
70 | 120-35881-001 . REINFORCEMENT, LUGGAGE VS4956 1
PROTECTOR 0000.0... ccccceeccceeceeeeeeeeceeeeeneenees
80 | PE13076-1 SECTION. ooo. cece"
445,t_p_120_1176_p000445,00000445.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,209,14,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000445.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
106 200 | 120-34489-001 . PROTECTIVE PLATE ........ cece VS4956 1
210 | 120-41225-003 . STRUCTURE, ARMREST..................0000 VS4956 1
230 | 120-41225-005 . STRUCTURE, ARMREST..................0000 VS4956 1
ATTACHING PARTS
240 | NAS4704-6 SCREW ........ccccccccccccccccccecceseeesssstasssaeeeeeeees 3
-241 |MS51957-45 SCREW 2000... cccececccccceeeeeeeceeeeeeeseeeenttsaaees 4
-242 | NAS4704-5 1 O14 a || 1
250 | 120-29083-001 BUSHING 000. cececeeeeeeeeeeeeeeetneeaaes VS4956 4
260 | AN960-416 AAS) | = 5 re 4
-261 | 120-29574-003 ~ WASHER... cc ccccceeeceeeeeeeeeeeeeeenntneeaaes VS4956 1
270 |MS21042L4 NUT ooo cece ceceeeeeeeeeeeeeeeeeeeeeeeeseeeeeaaeeaees 4
280 | 120-29068-081 . ARMREST STRUCTURE ASSEMBLY VS4956 1
281 | 120-41225-007 . ARMREST STRUCTURE VS4956 1
282 | 120-50675-003 PIN oo. eeeeeeeseeeeeeeeeeeeeeeeeeeeeeeeeee"
446,t_p_120_1176_p000446,00000446.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,76,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000446.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
—— 150
90 | 150
Ww fl /f 150
OS ,
S SS S we
S\ SS
160 K SH aw
OZ SS
—w
50 60 (B) | V2 7
ee | Le (B) 170
eo \ awl _ %
| (A
| 70 a Be
Obs A \ 140
@ 40 70 (B) ve
/
a SS Si f
NN P
Ye w
120TP250096.MCE
Triple Passenger Seat Structure (120-29069-001)
Figure 107
Sheet 1
EFFECTIVITY: ALL 25-21 -00
T.P. 120/1176 ""Sep 30/98
"
447,t_p_120_1176_p000447,00000447.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,224,13,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000447.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK user EODE. FROM | PER
NUMBER TO ASSY
107 - | 120-29069-001 STRUCTURE ASSY ..... cc ccccccccccceenteettes VS4956 A REF
1 | 120-29073-002 . STRUCTURE, LATERAL LEG.................... VS4956 1
10 | 120-29074-003 . STRUCTURE, CENTRAL LEG............000... VS4956 1
20 | 120-29919-001 STRINGER... cccccccceeccstttssseesseeeeeeeees VS4956 2
ATTACHING PARTS
30 | PE2102-2 / PIN, ATTACH... 0. cecccceeecsseeeeeeeeeeeeeeeen ens VS4956 2
40 | 42952-10 ~ FITTING, ATTACH ............cccccceeeseeeeeeeeeeeeees VS4956 2
50 | MS21042L5 NUT ooo eee cece cece eceeeeeeeeeeeeeeeeeeaeeaeaeeaae naan 4
60 | AN960-516 ~ WASHER... cece ccccetttteeseeeeeeeeeeeeenees 4
70 | AN960-516L ~ WASHER... cece ccccetttteeseeeeeeeeeeeeenees 2
80 | AN5-16A 5] ©) Et re 2
90 | 120-29070-003 . STRUCTURE, ARMREST..............00::ccceeeee VS4956 028 1
-91 | 120-36060-003 . STRUCTURE, ARMREST..............0"
448,t_p_120_1176_p000448,00000448.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,80,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000448.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
—— 190
90 | 190
ww i} /f 190
~ SA |
Se —
SSA NS ~
UY > Sr SS >
ce Qo AX
G © WAX
160 <> A (B) 210
150 —€ 5
$170 *° 10
* 120
50 69 SS ey
ea 10 Bf,
50 ; |
so \. , - s-£— ie
, a> i
. J Ce Z\ ™~ 110
of 40 m ZS CK
B) oS
0g —
__ 120TP250097.MCE
Triple Passenger Seat Structure (120-29069-005)
Figure 108
Sheet 1
EFFECTIVITY: ALL
25-21 -00 Page 1385
T.P. 120/1176 Sep 30/98
"
449,t_p_120_1176_p000449,00000449.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,196,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000449.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK user EODE. FROM PER
NUMBER TO ASSY
108 - | 120-29069-005 STRUCTURE ASSY ..0.....ccccccccccccccceeccceceeseaes VS4956 A REF
1 | 120-29073-002 . STRUCTURE, LATERAL LEG .........0..0000.. VS4956 1
10 | 120-29074-003 . STRUCTURE, CENTRAL LEG ...WW..... VS4956
20 | 120-29919-001 ~STRINGER..........cccccccccccecccucceeccucececeuseeaeesaes VS4956 2
ATTACHING PARTS
30 | PE2102-2 PIN, ATTACH... cceeeecseeeeeeeeae ees VS4956 2
40 | 42952-10 FITTING, ATTACH... eee VS4956 2
50 |MS21042L5 A 4
60 | AN960-516 ~ WASHER... oc ccc ceccccccccccccceccceccccceucceuceeecenecs 4
70 | AN960-516L ~ WASHER... oc ccc ceccccccccccccceccceccccceucceuceeecenecs 2
80 | AN5-16A BOLT ooo ee ceccceccceccecececcecccceeecceceeuceuececeecenacs 2
90 | 120-29070-003 . STRUCTURE, ARMREST.....0......00c. VS4956 1
100 | 120-29070-005 . STRUCTURE, ARMREST............00.e. VS4956 2
ATTACHING PARTS
110 "
450,t_p_120_1176_p000450,00000450.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,68,3,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000450.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase CODE. FROM | PER
NUMBER TO ASSY
108 200 | 120-29078-001 W SEAT ooo. WMS4956 1
210 | 120-34489-001 . PLATE, REINFORCING..............0....022. VS4956 2
USAGE CODE LIST
A AIRCRAFT 120035 THRU 120048 AND
120052
-ITEM NOT ILLUSTRATED
Triple Passenger Seat Structure (120-29069-005)
Figure 108
Sheet 3
EFFECTIVITY: ALL 25-2 1 -00
Page 1387
T.P. 120/1176 Sep 30/98
"
451,t_p_120_1176_p000451,00000451.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,88,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000451.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
200
190
190 ———— ~~ 00
| 190
Ww 200
220 \\
. & SQ SNS
230 220 \\
— c SQ
iw —- 5 — a 220
SQV
210 S ™ S SS
y
MY > SO C SS 5
160 <> (B) 01% (B)
60 —_¢5 230
$170 10
20
140 35
| 100 d/I
50 80 Zsa GY;
oo 60 \ Ne SE < _~
| ae NN he
of 40 m —_ we Q
: (B)
|
30 ——&
120TP250098.MCE
Triple Passenger Seat Structure (120-29069-007/009)
Figure 109
Sheet 1
EFFECTIVITY: ALL
25-21 -00 Page 1388
T.P. 120/1176 Sep 30/98
"
452,t_p_120_1176_p000452,00000452.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,255,15,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000452.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase CODE. FROM PER
NUMBER TO ASSY
109 - | 120-29069-007 STRUCTURE ASSY .0... cc. ccccccccccceccecceecceeceaaes VS4956 A REF
- | 120-29069-009 STRUCTURE ASSY .0.....cccccccccccecccecceecceceeaees VS4956 | 172/999] REF
1 | 120-29073-002 . STRUCTURE, LATERAL LEG ........ oe. VS4956 A 1
-2 | 120-29073-006 . STRUCTURE, LATERAL LEG ........ 2... VS4956 | 172/999 1
10 | 120-29074-003 . STRUCTURE, CENTRAL LEG ....... 0... VS4956 A 1
-11 | 120-29074-015 . STRUCTURE, CENTRAL LEG ......... VS4956 | 172/999 1
20 | 120-29919-001 STRINGER 20... ... cc cecccecccecceccccececeuceeuceueeeeees VS4956 2
ATTACHING PARTS
30 | PE2102-2 PIN, ATTACH...00... cece eee cseeneeeseeaeeeees VS4956 2
-31 | 120-48023-001 PIN, ATTACH..w. cece eeeeeer eee eere aes VS4956 | 302/999 2
-35 | 120-61546-001 PIN, ATTACH..w. cece eeeeeer eee eere aes VS4956 | 302/999 2
40 | 42952-10 FITTING, ATTACH... "
