page_number,page_id,source_member,source_image_path,source_image_sha256,legacy_route,suggested_canonical_route,suggested_route_confidence,suggested_route_reasons,gold_route_label,review_status,review_notes,ocr_word_count,ocr_char_count,part_number_count,part_number_sample,ocr_sample_text,raw_route_reasons,processor_contract,answer_permission,source_truth_mutation_allowed
406,t_p_120_1176_p000406,00000406.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000406.tif,0ce0035b864d109f238a7532624512d7a56d7346d7c07d44882edd7a09a33417,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,96,508,1,"[""120-29068-029""]","< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100
110
100
\ va 110
DF OS Se we F120
KOON SS
140 CP 220
(A) L- Ns
So oF 200
SX ff fo
o~
1 \
90
K 280 ee 2)
SIA _ 250 66 /
ow a / /
S210 Ss va JI
SON cf fy}
SS XY Sr [|
AGL
X. LF L4G
La <~
; £¢ | ee ;
~ i / j SO
aN / | j |
SL / ol j
= J | j 230
MSZ
a WA / (A)
""4 /
1201P250084.MCE
Double Passenger Seat Structure (120-29068-029/047)
Figure 97
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1343
T.P. 120/1176 Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
407,t_p_120_1176_p000407,00000407.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000407.tif,baec421d009140eb0fd1d20e67e48fd261b8c45f7983e06765ebebfd6e7e5618,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,83,671,1,"[""120-29068-029""]","< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

\\

18

\\ |

~~ 460

\\ |

/o™~

aN

170

Pa

195

ew

190

47 ON

NA

\ |

180

+

160 170

150

30

40

“ry

“ y -

“+

4 vie

“vo es

“oe

80

| 7 7

4 oye

fo yf

| @>

ANY

95

La

\

\

\ \N

SN

\\

60

70

\

\\

10 —@

30

40

> y 4)

Vo”

“ a“

“ a“

“ “

a a

“ “vv

“ “

a“ a“

me

“oe

50

20

50

120TP250091.MCE

Double Passenger Seat Structure (120-29068-029/047)

Figure 97

Sheet 2

EFFECTIVITY: ALL

25-21-00

Page 1344

T.P. 120/1176

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
408,t_p_120_1176_p000408,00000408.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000408.tif,d25e9ac84da4a743d8a0ac3fd46be4c7924bfe87c05e5d2b786374393a6bba04,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,340,2612,19,"[""120-26994-001"", ""120-26994-002"", ""120-29068-009"", ""120-29068-029"", ""120-29068-047"", ""120-29074-011"", ""120-29074-017"", ""120-29102-003"", ""120-34292-001"", ""120-35881-001"", ""120-36058-035"", ""120-37435-001"", ""120-37436-003"", ""120-37437-001"", ""120-37437-003"", ""120-40849-001"", ""120-40851-009"", ""120-48023-001"", ""120-48024-001""]","€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
97 - | 120-29068-029 STRUCTURE ASSY .00...... occ eeeee eee VS4956 | 071/171] REF
- | 120-29068-047 STRUCTURE ASSY 00.0... cece VS4956 | 172/999] REF
1 | 120-29074-011 . STRUCTURE , CENTRAL LEG. ................ VS4956 | 071/171 1
-2 | 120-29074-017 . STRUCTURE , CENTRAL LEG ................ VS4956 | 172/999 1
-5 | 120-26994-001 . SECTION, Lio. cceeeeeeecceeeeeeaaes VS4956 1
-6 | 120-26994-002 . SECTION, Lio. cceeeeeeecceeeeeeaaes VS4956 1
ATTACHING PARTS
10 | PE21052-2 ~ PIN, ATTACH. cece cece cesses 1
20 | 42952-10 . FITTING, ATTACH 1... e eee e eee 1
-21 | 42975-12 SCREW. oo... ccccccceeeeccceeeeeeeeeeeceeeeeeeaaes 1
-22 | 43392-10 eo) dd | \ | Cpe 1
30 |MS21042L5 NO 2
40 | AN960-516 AA A/C) | ml p 2
50 | AN960-516L AA Y/N) | ml pr 2
60 | AN5-16A 3) i 1
70 | 120-35881-001 . REINFORCEMENT, LUGGAGE
PROTECTOR .00o..... o","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
409,t_p_120_1176_p000409,00000409.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000409.tif,2260740c76cbb8fe6962eb5498ba8636cafde68ae22aa9c56b8bd415923f1d22,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,104,860,5,"[""120-29068-029"", ""120-29083-001"", ""120-34489-001"", ""120-41225-003"", ""120-41225-005""]","€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY

97 KK

200 | 120-34489-001 . PROTECTIVE PLATE ......... cere VS4956

210 | 120-41225-003 . STRUCTURE, ARMREST..................0000 VS4956 2

220 | 120-41225-005 . STRUCTURE, ARMREST..................0000 VS4956

ATTACHING PARTS

230 | NAS4704-6 SCREW ooo ccc ceceetcttteeeeeeeeeeeeeeenneas 2

-231 |MS51957-45 SCREW 0c ccc cece tteeeeeeeeeeeeeeeeneas 4

240 | 120-29083-001 » BUSHING 200 cceeccceeeeeeeeeeeeeeeenteeaaas VS4956 2

250 | AN960-416 AAS) | = 5 re 2

260 | MS21042L4 A LO ne 2

-261 |MS21061L08 A LO ne 4
-ITEM NOT ILLUSTRATED

Double Passenger Seat Structure (120-29068-029/047)
Figure 97
Sheet 4
EFFECTIVITY: ALL 25-21 -00
Page 1346

T.P. 120/1176 Apr 10/06

","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
410,t_p_120_1176_p000410,00000410.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000410.tif,34bcceb098ace6f3f0439bf647a579359d7903e4c6daac6a27c45a0935cefe97,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,95,558,1,"[""120-29068-013""]","< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100 :
110
a | \ va ~ 110
\ / ~~
EG IS
DF SS S | © 120
Ge ~ (B) / Ss f"" 130
140 a _ 220
@Y NI y
SS 200
One
Ry
1 \
90
250
270 ——___
> Gx
“SIAL 260 —Sa\. |
SON @, /
S230 SSA. A J
SON a ae, /
> 1/1 [|
YIGL Se
LF Kj/A~
N ZL | ON
. fo re! SS
N / / / SO
SO |
q SL]
~ / | 240
“NY /
K/L ®
a io
120TP250082.MCE |
ouble rassenger oea ructure - -
Double P Seat Structure (120-29068-013/051)
Figure 98
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1347
T.P. 120/1176 Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
411,t_p_120_1176_p000411,00000411.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000411.tif,08cfa321b2cc7328d6a69a2ca064930b77ca93a20ffcb9f6c73305a224d1d6b9,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,80,677,1,"[""120-29068-013""]","< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

\\

18

\\ |

\\ |

oS 160

\\ 4

/o™~

170

Sn

195

e.

190

a0 GT

NA

\ \

180

\i

160 170

150

30

40

“+

“+

4

ad

“vie

“ve

80

| ana ee

Sf yt

| @>

“vr

\

95

| a

\ \\

\ Ss

Se.

\

\\

— \ \\ \

\\

60

70

\\

10 —&

30

40

-~y .)

On

“ a

“ a“

“ a

a“ “

7 “

a“ “v

foe

me

oe

50

20

50

120TP250091.MCE

Double Passenger Seat Structure (120-29068-013/051)

Figure 98

Sheet 2

EFFECTIVITY: ALL

25-21-00

Page 1348

T.P. 120/1176

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
412,t_p_120_1176_p000412,00000412.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000412.tif,f107379ad5f58d87f6c71a7aea3960cdbe4880c2138273e2980e30debeebb616,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,285,2509,18,"[""120-29068-009"", ""120-29068-013"", ""120-29068-051"", ""120-29074-001"", ""120-29074-013"", ""120-29077-001"", ""120-29102-003"", ""120-34292-001"", ""120-35881-001"", ""120-36058-001"", ""120-37435-001"", ""120-37436-001"", ""120-37436-003"", ""120-37437-001"", ""120-37437-003"", ""120-40849-001"", ""120-40851-009"", ""120-43539-001""]","€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
98 - | 120-29068-013 STRUCTURE ASSY uo... cece VS4956 A REF
- | 120-29068-051 STRUCTURE ASSY ou... eee VS4956 | 172/999] REF
1 | 120-29074-001 . STRUCTURE , CENTRAL LEG. ................ VS4956 A 1
1 | 120-29074-013 . STRUCTURE , CENTRAL LEG ................ VS4956 | 172/999 1
ATTACHING PARTS
10 | PE21052-2 PIN, ATTACH.....00.. ccc eeeeeseneeeeeeea eens 1
20 | 42952-10 FITTING, ATTACH |... eee eres 1
-21 |42975-12 HOCREW 0... cccccecccceececcseaeeeecuaeeeeeeaneess 1
-22 | 43392-10 LOPRING Looe cccececceeeeccsseeeeseeaeeeeeeeaeeees 1
30 |MS21042L5 Ok 2
40 | AN960-516 AA A/C) on | ml » 2
50 | AN960-516L PA ANC) on | ml » 2
60 | AN5-16A BOLT ooo. cecceccceeeeeec cee eeeeeeaaeeevaaeeeeneaegs 1
70 | 120-35881-001 . REINFORCEMENT, LUGGAGE VS4956 1
PROTECTOR ..........cccceccceececceeeeecesaneeeenaeees
80 | PE13076-1 SECTION. ooo.","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
413,t_p_120_1176_p000413,00000413.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000413.tif,4ad1547c2c3799667b5e50801a49ab8eb96d1abed7dca67b77c3a29b8e4e8846,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,183,1773,10,"[""120-29070-001"", ""120-29070-003"", ""120-29070-005"", ""120-29083-001"", ""120-34489-001"", ""120-36060-003"", ""120-41225-003"", ""120-41225-005"", ""120-48023-001"", ""120-48024-001""]","€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
98 170 | AN960-516 WASHER. ..........cccceeceeetesseeeeeeeeeeeeeeseennnenniaes 2
180 | AN5-13A BOLT oo. cccccccccccccccececcecesstseeeeeeeeeeeeeceseeeenaaas 2
-181 | NAS464P5A16 BOLT oo. ccccccccccecceeeeessssstessaeeeeeseeeeeeeeeneaas 172/999 1
190 | 120-48023-001 / PIN, ATTACH..........cccccccecceeeseeeeeeeeeeeeeeeennees VS4956 | 172/999 1
-191 | PE21052-2 / PIN, ATTACH........... 0c. ccccccceceeeeeeeeeeeeenteennaes 1
195 | 120-48024-001 RING, LOCKING... cccccceceeeeeeeentes VS4956 | 172/999 1
200 | 120-34489-001 . PROTECTIVE PLATE ......... cere VS4956 1
210 | 120-29070-001 . STRUCTURE, ARMREST..................000 VS4956 1
-211 | 120-41225-003 . STRUCTURE, ARMREST..................00008 VS4956 | 172/999 1
220 | 120-29070-003 . STRUCTURE, ARMREST..................000 VS4956 1
-221 | 120-36060-003 . STRUCTURE, ARMREST......","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
414,t_p_120_1176_p000414,00000414.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000414.tif,eddafa2f0a212767069aa8ee7e03ba870a382e951cc6604ab8167634b116dd1f,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,91,718,1,"[""120-29068-073""]","< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

100

110

210

100

\

110

\

SS

SN

a 120

Q>

130

Ke>

SS

S\

SS

~

140

Ze

200

281

SN

282 —Ss

“}

310 —

ra

as

Rarer,

{ot

C;

~N “y]

1

|

90

310

300

270

250

G

NUN

~ ON

~~ ON

290

\ “|

~ ON

~ ON

NUN

260

@/

~ ON

~~ ON

230

~ oN

Jt

a

f

\ / / /

280

/ of

Cv!

ios”

~ ON

~LN

ao

~A!

~LN

~ t

/ P

240

120CMM250085.MCE A

Double Passenger Seat Structure (120-29068-073)

Figure 99

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1351

T.P. 120/1176

Jul 15/02
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
415,t_p_120_1176_p000415,00000415.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000415.tif,dbeef5b35ac06c6d1b7bc84ca8fb1f8739372aa952a729d59c977101171fdf5a,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,80,620,1,"[""120-29068-073""]","< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

\\

18

\\

~~ 460

\\ |

/o™~

a

170

\

195

Gy

190

AC

aw \\

180

in

160 170

150

30

40

“+

“oy

7 oe

“7

oo

4

| ana vert

28

“ C4 a“

1a>

\

LEZ

~

\\

\\

~~ 1h

AN

60

70

ys

10 —@

30 40

Dig

Vn

a a“

a “

“ a“

oof yy

“ 4 yv

“ a“

4

50

I

20

50

120TP250083.MCE

Double Passenger Seat Structure (120-29068-073)

Figure 99

Sheet 2

EFFECTIVITY: ALL

25-21-00

Page 1352

T.P. 120/1176

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
416,t_p_120_1176_p000416,00000416.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000416.tif,d2c716c4c180a9dfe5b32e238d1aef701c3b53d342bfbe143b3a0c8a28324e63,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,226,2130,12,"[""120-29068-073"", ""120-29074-013"", ""120-29102-003"", ""120-34292-001"", ""120-34489-001"", ""120-35881-001"", ""120-36058-037"", ""120-40849-001"", ""120-40851-009"", ""120-43539-001"", ""120-48023-001"", ""120-48024-001""]","€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM; PER
NUMBER TO ASSY
99 - | 120-29068-073 STRUCTURE ASSY 0... cccccceettsteeeees VS4956 A REF
1 | 120-29074-013 . STRUCTURE , CENTRAL LEG. ............... VS4956 1
ATTACHING PARTS
10 | PE21052-2 / PIN, ATTACH... cccccccccceentstttstseeeeeeeees 1
20 | 42952-10 ~ FITTING, ATTACH... ceceeeceeeeeeeeeeeeeees 1
-21 | 42975-12 OCREW. 2... ccccccccceeccececentttsseessaeeeeeeeeees 1
-22 | 43392-10 ARS) od 3d | C 1
30 |MS21042L5 SO ee 2
40 | AN960-516 AVN) | =] 5 Ore 2
50 | AN960-516L AVN) | =] 5 2
60 | AN5-16A BOLT .0....cccccccecsccteceeeeeeeeeeeeeeeesssstsasasaeeeeeeees 1
70 | 120-35881-001 . REINFORCEMENT, LUGGAGE VS4956 1
PROTECTOR 2... ..cccccccccccccccccescsessttseeeeaeeees
80 | PE13076-1 ns) =i Of | ©) \ nnn 2
90 | 120-34292-001 . PROTECTOR, LUGGAGE .......... VS4956 1
100 | 120-40851-009 . FBACKREST ..... oc ccccccceee crea eeeeeeeeeeeees VS49","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
417,t_p_120_1176_p000417,00000417.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000417.tif,500256f69a7a351e67c8428bae0f0b759f7ca336454f2b0f4a393e505c27087a,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,159,1502,11,"[""120-29068-073"", ""120-29068-081"", ""120-29083-001"", ""120-29574-003"", ""120-41225-003"", ""120-41225-005"", ""120-41225-007"", ""120-50674-001"", ""120-50675-001"", ""120-50675-003"", ""120-50676-001""]","€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
99 210 | 120-41225-003 . STRUCTURE, ARMREST................0000:ee VS4956 1
230 | 120-41225-005 . STRUCTURE, ARMREST..................0000 VS4956 1
ATTACHING PARTS
240 | NAS4704-6 SCREW oo ccccceceetceesseeeeeeeeeeeeeeennees 3
-241 |MS51957-45 SCREW 0c cccccccetcenseeeeeeeeeeeeeeeenaes 4
-242 | NAS4704-5 SCREW 0 ccccccececeennteeeeeeeeeeeeeeennee 1
250 | 120-29083-001 » BUSHING 200 cceeccceeeeeeeeeeeeeeeenteeaaas VS4956 4
260 | AN960-416 AAS) | = 5 re 4
-261 | 120-29574-003 ~ WASHER... cc ccccceeeceeeeeeeeeeeeeeenntneeaaes VS4956 1
270 |MS21042L4 NUT ooo cece ceceeeeeeeeeeeeeeeeeeeeeeeeseeeeeaaeeaees 4
280 | 120-29068-081 . ARMREST STRUCTURE ASSEMBLY...... VS4956 1
281 | 120-41225-007 . ARMREST STRUCTUR.E.................0000005 VS4956 1
282 | 120-50675-003 PIN oo. eeeeeeeseeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeees VS4956 1
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
418,t_p_120_1176_p000418,00000418.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000418.tif,eb9a4e965e555af78c5701358f41ee2df5be9aa119251025e6698647e57d24ac,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,103,555,1,"[""120-29068-075""]","< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100
110
| 4-10
D / —~ a 120
. SA J/ Se A 130
©
14
0 (A) SS {} 200
281 SS y 703
282 —— a, \ 4 Ca
310 — Te Sy
PO Ny |
LT SS} ~e! \ (0)
—— < SS /| /
/ “~ | ! 1
/ / : 90
/
310
300 SS | 270-250
| SSS, Sei |
290 ral NN ~S py 780 Ce) >
Se eS)
(B) ~S a co J}
280 , NY?
/ ia I~ ey
~s i i / P
ere 7 i 1 ; 240
~ UZ vA yi (A)
120CMM250085.MCE A
Double Passenger Seat Structure (120-29068-075)
Figure 100
Sheet 1
EFFECTIVITY: ALL 25 21 00
Page 1355
T.P. 120/1176 Jul 15/02
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
419,t_p_120_1176_p000419,00000419.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000419.tif,5bc8e9d36b9d2baead0e0aecdeada1ca924c9627a7c53e2ce9ee049f7c2747a8,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,88,506,1,"[""120-29068-075""]","< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
i
oy |
\ é ~~ 160
hy / oN
ie ce 170
aS
i 195 ;
Gy f i i
(E) a /
190 fof /
y /
poe 180
ini Bs
160 170 150 (B)
my
i 8
| |
| | & 40
Hi |
Tf etege
| | | an
few yo
95 a aa\e
wa
70 / iy \ 60
10 ——& 30 vy .\
S 40 oe on,
aaa \ ;
ore \
eee @ }
an By \
\ / | *\
50
20 50
120TP250091.MCE
Double Passenger Seat Structure (120-29068-075)
Figure 100
Sheet 2
EFFECTIVITY: ALL 25-21 -00
Page 1356
T.P. 120/1176 Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
420,t_p_120_1176_p000420,00000420.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000420.tif,694473224b2ec3cfd98816f2e0e489153c727691496fa5287003bdcc7c078174,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,264,2413,14,"[""120-29068-075"", ""120-29074-013"", ""120-29102-003"", ""120-34292-001"", ""120-35881-001"", ""120-36058-037"", ""120-37436-003"", ""120-37437-001"", ""120-40849-001"", ""120-40851-009"", ""120-43539-001"", ""120-48023-001"", ""120-48024-001"", ""120-61546-001""]","€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM; PER
NUMBER TO ASSY
100 - | 120-29068-075 STRUCTURE ASSY 0... cccccceettsteeeees VS4956 A REF
1 | 120-29074-013 . STRUCTURE , CENTRAL LEG. ............... VS4956 1
ATTACHING PARTS
10 | PE21052-2 / PIN, ATTACH... cccccccccceentstttstseeeeeeeees B 1
-11 | 120-48023-001 / PIN, ATTACH... ccccccccenecseaeaeeeeeeeeeees VS4956 | 302/999 1
-15 | 120-61546-001 NUT oo eee c eee ee esses esses eeeeeeeeeeeeeeeeee es VS4956 | 302/999 1
20 | 42952-10 ~ FITTING, ATTACH ..... 2... cceceeeeeeeeeeeeeeeeees 1
-21 | 42975-12 OCREW. 2... ccccccccceeccececentttsseessaeeeeeeeeees 1
-22 | 43392-10 ARS) od 3d | C 1
30 |MS21042L5 NUT occ cece cece cece eeeeeeeeeeeeeseaeaaeaaaeaaees 2
40 | AN960-516 AVN) | =] 5 Ore 2
50 | AN960-516L AVN) | =] 5 2
60 | AN5-16A BOLT .0....cccccccecsccteceeeeeeeeeeeeeeeesssstsasasaeeeeeeees 1
70 | 120-35881-001 . REINFORCEMENT, LUGGAGE VS4","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
421,t_p_120_1176_p000421,00000421.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000421.tif,aa85e8da8be4ba6b27ccf4bf0deab28fb65465ad11fddc72e3d3a4d5069decb2,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,177,1614,12,"[""120-29068-075"", ""120-29068-081"", ""120-29083-001"", ""120-29574-003"", ""120-34489-001"", ""120-41225-003"", ""120-41225-005"", ""120-41225-007"", ""120-50674-001"", ""120-50675-001"", ""120-50675-003"", ""120-50676-001""]","€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
100 KK
200 | 120-34489-001 . PROTECTIVE PLATE ......... cere VS4956 1
210 | 120-41225-003 . STRUCTURE, ARMREST..................0000 VS4956 1
230 | 120-41225-005 . STRUCTURE, ARMREST..................0000 VS4956 1
ATTACHING PARTS
240 | NAS4704-6 SCREW oo ccccceceetceesseeeeeeeeeeeeeeennees 3
-241 |MS51957-45 SCREW 0c cccccccetcenseeeeeeeeeeeeeeeenaes 4
-242 | NAS4704-5 SCREW 0 ccccccececeennteeeeeeeeeeeeeeennee 1
250 | 120-29083-001 » BUSHING 200 cceeccceeeeeeeeeeeeeeeenteeaaas VS4956 4
260 | AN960-416 AAS) | = 5 re 4
-261 | 120-29574-003 ~ WASHER... cc ccccceeeceeeeeeeeeeeeeeenntneeaaes VS4956 1
270 |MS21042L4 NUT ooo cece ceceeeeeeeeeeeeeeeeeeeeeeeeseeeeeaaeeaees 4
280 | 120-29068-081 . ARMREST STRUCTURE ASSEMBLY VS4956 1
281 | 120-41225-007 . ARMREST STRUCTURE VS4956 1
282 | 120-50675-003 PIN oo. eeeeeeeseeeeeeeeeeeeee","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
422,t_p_120_1176_p000422,00000422.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000422.tif,11023c5703fe4e68130682daa61c9525fb04b29beeb901c4c3eaa4e6dd880d60,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,90,492,1,"[""120-29068-015""]","< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
100
180 4 100
280 ——4
250 s | Sx
or Se Ss
LOE / SX
© SS
260-~ IN
110 ee ina 190
S L/;
(A) SQ 250
~~ <n 170
OAKS
RX
\
“ 949 20 90
“SSSS. 230 — ey /
200 “23s, PY
yA - “/ / /
A a waa
i WN / Hi /
/O 1 ey ;
se i / / 2)
oo / ' ] |
— of tf HO
eo / J /
a 7 J (A)
120TP250092.MCE
Double Passenger Seat Structure (120-29068-015)
Figure 101
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1359
T.P. 120/1176 Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
423,t_p_120_1176_p000423,00000423.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000423.tif,2915f89e9977b64b3513a0cf6a9b911086d6f5c8bfa2d24737e3538c1fe8a051,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,82,656,1,"[""120-29068-015""]","< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

18

\\

~~ 160

\\ 4

\\

,o~

170

a

Ye

195

oN

190

a7 y+

Pas A.

“4

180

oa

160 170

150

30

40

“+

oy -

4“

“oy -

Soyo es

“vie

and

80

a“ 7 “7

4 yi7

95

lL

1\@y>

\

\

,

wi

70

~ Y

\

\ \

60

30

-»y .)

\\

10 ——@

40

\Om™

“ “

a“ “

“ “

“ fy“

“ oy

“Ye

""Bs \

50

20

50

120TP250091.MCE

Double Passenger Seat Structure (120-29068-015)

Figure 101

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1360

T.P. 120/1176

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
